PLAYER,TEAM,AGE,POS,HANDED,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,CLAUSE,EXPIRY,CAP HIT,SALARY
962. Hugo Alnefelt,TBL,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$850,833","$867,500"
963. Akira Schmid,NJD,23,G,Left,19,-,-,-,-,-,-,-,-,5,9,0,3.15,.895,,RFA,"$850,833","$867,500"
964. Tyson Kozak,BUF,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,000","$861,111"
965. Matthew Seminoff,DAL,19,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,000","$850,000"
966. Kirill Kudryavtsev,VAN,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,000",$0
967. Denis Gurianov,PHI,26,"RW, LW",Left,18,1,1,2,0.11,4,26,0.04,12:13,-,-,-,-,-,,UFA,"$850,000","$850,000"
968. Sam Carrick,EDM,31,"C, RW",Right,77,10,6,16,0.21,-11,92,0.11,12:13,-,-,-,-,-,,UFA,"$850,000","$850,000"
969. Ronnie Attard,PHI,24,RD,Right,12,0,2,2,0.17,1,14,0.00,15:23,-,-,-,-,-,,RFA,"$850,000","$775,000"
970. Tyrel Bauer,WPG,21,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,000","$855,000"
971. Zach Bogosian,MIN,32,RD,Right,65,3,11,14,0.22,11,83,0.04,17:53,-,-,-,-,-,M-NTC,UFA,"$850,000","$1,050,000"
972. Ty Young,VAN,18,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$850,000",$0
973. Ben Hutton,VGK,30,LD,Left,41,2,8,10,0.24,12,67,0.03,16:15,-,-,-,-,-,,UFA,"$850,000","$900,000"
974. Jack Rathbone,PIT,24,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$850,000","$950,000"
975. Sam Malinski,COL,24,RD,Right,23,3,7,10,0.43,3,31,0.10,14:13,-,-,-,-,-,,RFA,"$850,000","$850,000"
976. Taro Hirose,DET,27,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$850,000","$850,000"
977. Filip Cederqvist,MTL,22,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,000","$866,667"
978. Sam Steel,DAL,25,"C, LW",Left,77,9,15,24,0.31,0,86,0.10,13:14,-,-,-,-,-,,RFA,"$850,000","$850,000"
979. Dylan Coghlan,CAR,25,RD,Right,1,0,0,0,0.00,-2,3,0.00,17:59,-,-,-,-,-,,RFA,"$850,000","$850,000"
980. Jansen Harkins,PIT,26,LW,Left,45,0,4,4,0.09,-4,37,0.00,08:12,-,-,-,-,-,,UFA,"$850,000","$875,000"
981. Urho Vaakanainen,ANA,24,LD/RD,Left,68,1,13,14,0.21,0,67,0.01,17:28,-,-,-,-,-,,RFA,"$850,000","$900,000"
982. Isaiah Saville,VGK,22,G,Right,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,10.2(c),"$849,667","$858,000"
983. Gianni Fairbrother,COL,22,LD/RD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$848,333","$860,000"
984. Adam Raska,MIN,21,"LW, RW",Right,5,0,0,0,0.00,0,0,0.00,06:48,-,-,-,-,-,,RFA,"$848,333","$865,000"
985. Patrik Koch,UTA,26,D,Left,1,0,0,0,0.00,0,1,0.00,09:20,-,-,-,-,-,,UFA,"$847,500","$847,500"
986. Jean-Luc Foudy,COL,21,C,Right,4,1,0,1,0.25,1,2,0.50,06:26,-,-,-,-,-,,RFA,"$847,500","$867,500"
987. Justin Sourdif,FLA,21,C,Right,3,0,0,0,0.00,0,2,0.00,08:50,-,-,-,-,-,,RFA,"$847,500","$867,500"
988. Helge Grans,PHI,21,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$847,500","$867,500"
989. Samuel Knazko,CBJ,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$847,500","$867,500"
990. Pavel Novak,MIN,21,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$846,667","$855,000"
991. Ludwig Persson,WSH,19,"LW, C",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$846,667",$0
992. Antonio Stranges,DAL,21,"C, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$846,667","$867,500"
993. Alexander Suzdalev,WSH,19,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$846,667",$0
994. Rory Kerins,CGY,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$846,667","$855,000"
995. Ethan Samson,PHI,19,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$846,667","$865,000"
996. Karel Plasek,-,22,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,10.2(c),"$846,667","$875,000"
997. Mikko Kokkonen,TOR,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$846,667","$855,000"
998. Elias Salomonsson,WPG,18,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$846,667",$0
999. Adam Edström,NYR,22,"C, LW",Left,11,2,0,2,0.18,2,7,0.29,08:24,-,-,-,-,-,,RFA,"$846,667","$855,000"
1000. Vadim Zherenko,STL,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$846,667","$855,000"
1001. Calle Odelius,NYI,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$846,667",$0
1002. Fraser Minten,TOR,18,"C, LW",Left,4,0,0,0,0.00,0,3,0.00,11:26,-,-,-,-,-,,RFA,"$845,833",$0
1003. Noel Hoefenmayer,EDM,24,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$845,000","$845,000"
1004. Francesco Pinelli,LAK,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$845,000","$867,500"
1005. Brady Stonehouse,EDM,18,RW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$845,000",$0
1006. Olen Zellweger,ANA,19,LD,Left,26,2,7,9,0.35,-6,34,0.06,19:17,-,-,-,-,-,,RFA,"$844,167","$867,500"
1007. Raivis Ansons,PIT,21,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$844,167","$852,500"
1008. Ben Hemmerling,VGK,19,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$844,167",$0
1009. Jake Chiasson,EDM,20,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$843,333","$840,000"
1010. Dennis Hildeby,TOR,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$843,333","$850,000"
1011. Garin Bjorklund,WSH,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$843,333","$850,000"
1012. Adam Wilsby,NSH,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$842,500","$855,000"
1013. Jaydon Dureau,TBL,22,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$841,667","$850,000"
1014. Will Cranley,STL,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$841,667","$850,000"
1015. James Malatesta,CBJ,20,LW,Left,11,2,2,4,0.36,-1,12,0.17,10:13,-,-,-,-,-,,RFA,"$841,667","$862,500"
1016. Daylan Kuefler,NYI,21,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$840,000","$840,000"
1017. Carl Lindbom,VGK,20,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$840,000","$840,000"
1018. Jamieson Rees,OTT,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$839,167","$832,500"
1019. Max Ellis,TOR,23,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$838,750","$852,500"
1020. Amadeus Lombardi,DET,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$838,333","$870,000"
1021. Angus Crookshank,OTT,23,LW,Left,13,2,1,3,0.23,-3,20,0.10,10:06,-,-,-,-,-,,10.2(c),"$838,333","$855,000"
1022. Adam Sýkora,NYR,18,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$838,333",$0
1023. Judd Caulfield,ANA,22,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$837,500","$837,500"
1024. Ukko-Pekka Luukkonen,BUF,24,G,Left,54,-,-,-,-,-,-,-,-,27,22,5,2.57,.910,,RFA,"$837,500","$925,000"
1025. Cole Krygier,LAK,23,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$837,500","$837,500"
1026. Curtis Douglas,UTA,23,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$837,500","$850,000"
1027. Rémi Poirier,DAL,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$836,667","$845,000"
1028. Mitchell Russell,SJS,22,"RW, C",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$845,000"
1029. Josh Bloom,VAN,20,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$867,500"
1030. Gannon Laroque,SJS,19,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$867,500"
1031. Brett Harrison,BOS,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$867,500"
1032. Ilya Nikolayev,CGY,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$845,000"
1033. Joe Fleming,VGK,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$867,500"
1034. Aatu Räty,VAN,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$867,500"
1035. Riley Kidney,MTL,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$867,500"
1036. Topias Vilén,NJD,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$867,500"
1037. Olivier Nadeau,BUF,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$867,500"
1038. Anttoni Honka,CAR,22,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$836,667","$840,000"
1039. Ozzy Wiesblatt,SJS,21,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$835,833","$832,500"
1040. Jake Neighbours,STL,21,"LW, RW",Left,77,27,11,38,0.49,-16,145,0.19,15:42,-,-,-,-,-,,RFA,"$835,833","$832,500"
1041. Mark Kastelic,OTT,24,"C, RW",Right,63,5,5,10,0.16,-5,60,0.08,07:43,-,-,-,-,-,,RFA,"$835,000","$800,000"
1042. Dmitry Ovchinnikov,MIN,20,"C, LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,10.2(c),"$835,000","$855,000"
1043. Nick Cicek,VAN,23,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$835,000","$847,500"
1044. Joshua Roy,MTL,19,"LW, RW",Left,23,4,5,9,0.39,-2,34,0.12,12:08,-,-,-,-,-,,RFA,"$835,000","$867,500"
1045. Alex Steeves,TOR,23,"LW, RW",Left,1,0,0,0,0.00,-1,1,0.00,10:14,-,-,-,-,-,,RFA,"$834,167","$852,500"
1046. Danila Klimovich,VAN,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$833,333","$867,500"
1047. Adam Klapka,CGY,22,"RW, C",Right,6,1,0,1,0.17,-1,4,0.25,06:45,-,-,-,-,-,,RFA,"$832,500","$845,000"
1048. Matyas Sapovaliv,VGK,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$831,667",$0
1049. Danil Zhilkin,WPG,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$831,667",$0
1050. Tomas Hamara,OTT,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$831,667",$0
1051. Samu Tuomaala,PHI,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$830,833","$867,500"
1052. Ryan Mast,BOS,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$830,556","$855,000"
1053. Marc-Andre Gaudet,STL,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$830,000",$0
1054. Lucas Ciona,CGY,20,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$830,000","$857,500"
1055. Tyson Hinds,ANA,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$829,444","$857,500"
1056. Daemon Hunt,MIN,21,LD,Left,12,0,1,1,0.08,-1,7,0.00,11:30,-,-,-,-,-,,RFA,"$828,333","$867,500"
1057. Dylan Garand,NYR,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$828,333","$867,500"
1058. Arber Xhekaj,MTL,22,LD/RD,Left,44,3,7,10,0.23,6,61,0.05,15:55,-,-,-,-,-,,RFA,"$828,333","$835,000"
1059. Donovan Sebrango,OTT,21,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$828,333","$867,500"
1060. Ilya Solovyov,CGY,22,LD,Left,10,0,3,3,0.30,-3,10,0.00,15:53,-,-,-,-,-,,RFA,"$828,333","$845,000"
1061. Jan Mysak,ANA,21,"C, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$828,333","$867,500"
1062. Daniil Gushchin,SJS,21,LW,Left,4,1,1,2,0.50,-2,4,0.25,14:41,-,-,-,-,-,,RFA,"$828,333","$867,500"
1063. Maximus Wanner,EDM,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$828,333","$855,000"
1064. Jack Thompson,SJS,21,RD,Right,3,0,0,0,0.00,-2,4,0.00,15:40,-,-,-,-,-,,RFA,"$828,333","$867,500"
1065. Trent Miner,COL,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$828,333","$845,000"
1066. Eemil Viro,DET,21,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$828,333","$867,500"
1067. Reece Newkirk,NYI,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$828,333","$845,000"
1068. Will Cuylle,NYR,21,LW,Left,81,13,8,21,0.26,-3,119,0.11,11:07,-,-,-,-,-,,RFA,"$828,333","$867,500"
1069. Ryan Winterton,SEA,19,C,Right,9,0,0,0,0.00,-1,10,0.00,09:20,-,-,-,-,-,,RFA,"$828,333","$855,000"
1070. Jakub Brabenec,VGK,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$828,333","$855,000"
1071. Tanner Dickinson,STL,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,10.2(c),"$826,667","$865,000"
1072. Alexander Pashin,-,20,"C, LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$826,667","$835,000"
1073. Jacob Melanson,SEA,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$826,111","$852,500"
1074. Mason Primeau,VGK,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$840,000"
1075. Zach Parise,-,38,LW,Left,30,5,5,10,0.33,-7,50,0.10,12:58,-,-,-,-,-,,UFA,"$825,000","$825,000"
1076. Alexander Alexeyev,WSH,23,LD/RD,Left,39,1,2,3,0.08,-8,20,0.05,13:41,-,-,-,-,-,,RFA,"$825,000","$775,000"
1077. Zack Ostapchuk,OTT,20,C,Left,7,0,0,0,0.00,-1,5,0.00,10:29,-,-,-,-,-,,RFA,"$825,000","$867,500"
1078. Dakota Joshua,VAN,27,LW,Left,63,18,14,32,0.51,19,84,0.21,14:23,-,-,-,-,-,,UFA,"$825,000","$850,000"
1079. Andrew Cogliano,COL,36,LW,Left,75,6,13,19,0.25,11,61,0.10,10:36,-,-,-,-,-,,UFA,"$825,000","$825,000"
1080. Colton Dach,CHI,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$867,500"
1081. Joseph Veleno,DET,23,C,Left,80,12,16,28,0.35,-16,86,0.14,13:57,-,-,-,-,-,,RFA,"$825,000","$825,000"
1082. Pierre-Olivier Joseph,PIT,24,LD,Left,52,2,9,11,0.21,-3,42,0.05,15:05,-,-,-,-,-,,RFA,"$825,000","$850,000"
1083. Jonathan Quick,NYR,37,G,Left,27,-,-,-,-,-,-,-,-,18,6,2,2.62,.911,M-NTC,UFA,"$825,000","$825,000"
1084. Calen Addison,SJS,23,RD,Right,72,1,16,17,0.24,-38,93,0.01,17:16,-,-,-,-,-,,RFA,"$825,000","$825,000"
1085. Nolan Allan,CHI,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$867,500"
1086. Sebastian Aho,NYI,27,LD,Left,58,2,7,9,0.16,-7,48,0.04,16:23,-,-,-,-,-,,UFA,"$825,000","$850,000"
1087. Nick Blankenburg,CBJ,25,LD/RD,Right,12,1,0,1,0.08,1,10,0.10,16:12,-,-,-,-,-,,UFAGroup 6,"$825,000","$850,000"
1088. Pavel Dorofeyev,VGK,22,"LW, RW",Left,47,13,11,24,0.51,8,97,0.13,13:16,-,-,-,-,-,,RFA,"$825,000","$825,000"
1089. Francesco Arcuri,DAL,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$850,000"
1090. Erik Gustafsson,NYR,31,LD,Left,76,6,25,31,0.41,3,93,0.06,17:23,-,-,-,-,-,,UFA,"$825,000","$825,000"
1091. Walker Duehr,CGY,25,RW,Right,40,2,5,7,0.18,-3,29,0.07,08:07,-,-,-,-,-,,UFA,"$825,000","$775,000"
1092. Montana Onyebuchi,UTA,23,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$825,000"
1093. Justin Robidas,CAR,20,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$825,000"
1094. Ole Julian Bjørgvik Holm,CBJ,21,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$865,000"
1095. Stanislav Svozil,CBJ,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$867,500"
1096. Daniil Chayka,VGK,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$867,500"
1097. Jonathan Drouin,COL,28,"LW, RW",Left,79,19,37,56,0.71,12,127,0.15,18:11,-,-,-,-,-,,UFA,"$825,000","$825,000"
1098. Elliot Desnoyers,PHI,21,"C, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$862,500"
1099. Sasha Pastujov,ANA,19,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$867,500"
1100. Jérémie Biakabutuka,STL,21,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$825,000","$825,000"
1101. Tyler Tullio,EDM,21,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$823,333","$860,000"
1102. Tuukka Tieksola,CAR,22,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$823,333","$845,000"
1103. Jérémie Poirier,CGY,21,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$823,333","$860,000"
1104. Kai Schwindt,FLA,19,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$821,667",$0
1105. Philippe Daoust,OTT,21,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$821,667","$830,000"
1106. Jordan Spence,LAK,22,RD,Right,71,2,22,24,0.34,5,80,0.03,14:25,-,-,-,-,-,,RFA,"$820,000","$775,000"
1107. Leevi Meriläinen,OTT,20,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$820,000","$855,000"
1108. Martin Chromiak,LAK,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$820,000","$855,000"
1109. Albert Johansson,DET,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$820,000","$775,000"
1110. Gage Goncalves,TBL,22,LW,Left,2,0,0,0,0.00,0,0,0.00,09:57,-,-,-,-,-,,RFA,"$820,000","$775,000"
1111. Matt Rempe,NYR,21,"C, RW",Right,17,1,1,2,0.12,1,12,0.08,05:37,-,-,-,-,-,,RFA,"$820,000","$855,000"
1112. Michal Teplý,CHI,22,LW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$820,000","$775,000"
1113. Jorian Donovan,OTT,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$818,333",$0
1114. Mason Millman,PHI,21,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$818,333","$775,000"
1115. William Villeneuve,TOR,21,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$817,778","$855,000"
1116. Milos Kelemen,UTA,23,RW,Left,10,0,1,1,0.10,-2,5,0.00,07:40,-,-,-,-,-,,RFA,"$817,500","$830,000"
1117. Keith Petruzzelli,TOR,24,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$817,500","$855,000"
1118. Arshdeep Bains,VAN,22,LW,Left,8,0,0,0,0.00,-5,4,0.00,11:48,-,-,-,-,-,,RFA,"$816,667","$825,000"
1119. Nikita Alexandrov,STL,22,C,Left,23,0,2,2,0.09,-4,15,0.00,08:31,-,-,-,-,-,,RFA,"$816,667","$832,500"
1120. Vincent Iorio,WSH,20,RD,Right,6,0,0,0,0.00,1,6,0.00,09:49,-,-,-,-,-,,RFA,"$814,167","$867,500"
1121. Artem Grushnikov,CGY,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$814,167","$867,500"
1122. Logan Stankoven,DAL,20,"C, RW",Right,24,6,8,14,0.58,10,51,0.12,14:40,-,-,-,-,-,,RFA,"$814,167","$867,500"
1123. Dustin Wolf,CGY,22,G,Left,17,-,-,-,-,-,-,-,-,7,7,0,3.16,.893,,RFA,"$813,333","$775,000"
1124. Maxence Guénette,OTT,22,RD,Right,7,0,0,0,0.00,-1,6,0.00,13:47,-,-,-,-,-,,RFA,"$813,333","$830,000"
1125. Ben McCartney,UTA,21,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$813,333","$830,000"
1126. Cole Reinhardt,OTT,23,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$813,333","$830,000"
1127. Lukas Dostal,ANA,23,G,Left,44,-,-,-,-,-,-,-,-,14,23,1,3.33,.902,,RFA,"$812,500","$775,000"
1128. Isaac Poulter,NJD,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$812,500","$795,000"
1129. Zachary Jones,NYR,22,LD,Left,31,2,7,9,0.29,1,42,0.05,14:37,-,-,-,-,-,,RFA,"$812,500","$800,000"
1130. Michael Pezzetta,MTL,25,"LW, RW",Left,61,3,9,12,0.20,4,42,0.07,07:47,-,-,-,-,-,,UFA,"$812,500","$800,000"
1131. Patrick Giles,FLA,23,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$812,500","$825,000"
1132. Jonah Gadjovich,FLA,24,"LW, RW",Left,39,2,2,4,0.10,0,29,0.07,07:25,-,-,-,-,-,,RFA,"$810,000","$810,000"
1133. Gage Alexander,ANA,20,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$810,000","$815,000"
1134. Ronan Seeley,CAR,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$810,000","$845,000"
1135. Mikhail Abramov,STL,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$809,444","$775,000"
1136. James Hamblin,EDM,24,"RW, C",Left,31,2,1,3,0.10,3,18,0.11,07:55,-,-,-,-,-,,RFA,"$807,500","$820,000"
1137. Roman Schmidt,TBL,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$805,833","$867,500"
1138. Aleksi Heimosalmi,CAR,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$805,833","$867,500"
1139. Samuel Helenius,LAK,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$805,833","$867,500"
1140. Ville Koivunen,PIT,20,RW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$805,833","$867,500"
1141. Yaniv Perets,CAR,23,G,Left,1,-,-,-,-,-,-,-,-,0,0,0,0.00,1.000,,RFA,"$805,000","$805,000"
1142. Djibril Touré,OTT,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$805,000","$795,000"
1143. Jacob Bernard-Docker,OTT,23,RD,Right,72,4,10,14,0.19,-7,51,0.08,15:41,-,-,-,-,-,,RFA,"$805,000","$785,000"
1144. Matvei Petrov,EDM,20,LW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$803,333","$860,000"
1145. Wyatt Bongiovanni,OTT,23,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$802,500","$815,000"
1146. Jack Matier,NSH,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$801,667","$855,000"
1147. Braeden Kressler,TOR,20,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$800,556","$855,000"
1148. Ty Voit,TOR,20,LW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$800,556","$855,000"
1149. Jimmy Vesey,NYR,30,"RW, LW",Left,80,13,13,26,0.33,-4,116,0.11,12:22,-,-,-,-,-,,UFA,"$800,000","$800,000"
1150. Pontus Holmberg,TOR,24,"C, LW",Left,54,7,10,17,0.31,11,54,0.13,11:34,-,-,-,-,-,,RFA,"$800,000","$775,000"
